location,time,variable,value,unit_measure,unit_mult,currency,price_base,reference_year,adjustment,transformation,obs_status,conf_status,base_period,decimals,series_key
AUS,1993-Q4,gdp_nominal,115809,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1994-Q1,gdp_nominal,118168,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1994-Q2,gdp_nominal,119684,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1994-Q3,gdp_nominal,123211,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1994-Q4,gdp_nominal,122607,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1995-Q1,gdp_nominal,124759,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1995-Q2,gdp_nominal,126463,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1995-Q3,gdp_nominal,129151,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1995-Q4,gdp_nominal,131805,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1996-Q1,gdp_nominal,133403,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1996-Q2,gdp_nominal,135520,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1996-Q3,gdp_nominal,136195,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1996-Q4,gdp_nominal,138118,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1997-Q1,gdp_nominal,139428,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1997-Q2,gdp_nominal,142996,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1997-Q3,gdp_nominal,143905,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1997-Q4,gdp_nominal,147713,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1998-Q1,gdp_nominal,148837,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1998-Q2,gdp_nominal,150058,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1998-Q3,gdp_nominal,152693,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1998-Q4,gdp_nominal,155604,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1999-Q1,gdp_nominal,157064,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1999-Q2,gdp_nominal,158008,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1999-Q3,gdp_nominal,160796,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1999-Q4,gdp_nominal,163667,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2000-Q1,gdp_nominal,168609,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2000-Q2,gdp_nominal,170877,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2000-Q3,gdp_nominal,175087,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2000-Q4,gdp_nominal,174185,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2001-Q1,gdp_nominal,179072,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2001-Q2,gdp_nominal,180944,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2001-Q3,gdp_nominal,184644,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2001-Q4,gdp_nominal,187128,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2002-Q1,gdp_nominal,191283,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2002-Q2,gdp_nominal,194628,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2002-Q3,gdp_nominal,197252,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2002-Q4,gdp_nominal,200513,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2003-Q1,gdp_nominal,202718,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2003-Q2,gdp_nominal,204723,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2003-Q3,gdp_nominal,209410,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2003-Q4,gdp_nominal,214651,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2004-Q1,gdp_nominal,218830,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2004-Q2,gdp_nominal,222301,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2004-Q3,gdp_nominal,225359,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2004-Q4,gdp_nominal,229282,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2005-Q1,gdp_nominal,233622,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2005-Q2,gdp_nominal,238588,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2005-Q3,gdp_nominal,244070,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2005-Q4,gdp_nominal,249514,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2006-Q1,gdp_nominal,252541,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2006-Q2,gdp_nominal,255662,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2006-Q3,gdp_nominal,263291,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2006-Q4,gdp_nominal,270313,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2007-Q1,gdp_nominal,277251,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2007-Q2,gdp_nominal,281047,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2007-Q3,gdp_nominal,285756,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2007-Q4,gdp_nominal,291134,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2008-Q1,gdp_nominal,298941,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2008-Q2,gdp_nominal,306405,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2008-Q3,gdp_nominal,316454,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2008-Q4,gdp_nominal,316999,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2009-Q1,gdp_nominal,318486,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2009-Q2,gdp_nominal,313601,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2009-Q3,gdp_nominal,314930,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2009-Q4,gdp_nominal,322034,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2010-Q1,gdp_nominal,329518,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2010-Q2,gdp_nominal,340846,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2010-Q3,gdp_nominal,346092,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2010-Q4,gdp_nominal,352167,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2011-Q1,gdp_nominal,358057,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2011-Q2,gdp_nominal,366764,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2011-Q3,gdp_nominal,373654,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2011-Q4,gdp_nominal,374540,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2012-Q1,gdp_nominal,375450,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2012-Q2,gdp_nominal,380648,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2012-Q3,gdp_nominal,381897,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2012-Q4,gdp_nominal,383445,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2013-Q1,gdp_nominal,387241,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2013-Q2,gdp_nominal,391539,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2013-Q3,gdp_nominal,395816,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2013-Q4,gdp_nominal,401760,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2014-Q1,gdp_nominal,404936,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2014-Q2,gdp_nominal,404557,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2014-Q3,gdp_nominal,404443,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2014-Q4,gdp_nominal,406872,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2015-Q1,gdp_nominal,409824,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2015-Q2,gdp_nominal,409034,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2015-Q3,gdp_nominal,413563,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2015-Q4,gdp_nominal,413634,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2016-Q1,gdp_nominal,416026,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2016-Q2,gdp_nominal,421048,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2016-Q3,gdp_nominal,426451,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2016-Q4,gdp_nominal,440557,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2017-Q1,gdp_nominal,448451,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2017-Q2,gdp_nominal,448548,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2017-Q3,gdp_nominal,454310,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2017-Q4,gdp_nominal,456789,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2018-Q1,gdp_nominal,465636,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2018-Q2,gdp_nominal,472128,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2018-Q3,gdp_nominal,479462,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2018-Q4,gdp_nominal,484356,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2019-Q1,gdp_nominal,491395,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2019-Q2,gdp_nominal,499255,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2019-Q3,gdp_nominal,505943,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2019-Q4,gdp_nominal,505061,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2020-Q1,gdp_nominal,506043,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2020-Q2,gdp_nominal,470136,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2020-Q3,gdp_nominal,490274,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2020-Q4,gdp_nominal,512904,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2021-Q1,gdp_nominal,533375,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2021-Q2,gdp_nominal,553526,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2021-Q3,gdp_nominal,551707,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2021-Q4,gdp_nominal,569630,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2022-Q1,gdp_nominal,594428,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2022-Q2,gdp_nominal,624002,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2022-Q3,gdp_nominal,632391,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2022-Q4,gdp_nominal,640409,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2023-Q1,gdp_nominal,652162,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2023-Q2,gdp_nominal,651258,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2023-Q3,gdp_nominal,659064,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2023-Q4,gdp_nominal,666922,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2024-Q1,gdp_nominal,675490,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2024-Q2,gdp_nominal,678722,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2024-Q3,gdp_nominal,681462,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2024-Q4,gdp_nominal,689738,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2025-Q1,gdp_nominal,699150,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2025-Q2,gdp_nominal,705456,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2025-Q3,gdp_nominal,718591,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2025-Q4,gdp_nominal,732456,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2026-Q1,gdp_nominal,736777,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,2026-Q2,gdp_nominal,742502,XDC,6,AUD,V,,Y,N,A,F,,1,Q.Y.AUS.S1.S1.B1GQ._Z._Z._Z.XDC.V.N.T0102
AUS,1959-Q3,government,11976,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1959-Q4,government,11893,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1960-Q1,government,12259,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1960-Q2,government,11647,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1960-Q3,government,11841,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1960-Q4,government,12454,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1961-Q1,government,12622,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1961-Q2,government,12612,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1961-Q3,government,13027,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1961-Q4,government,12760,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1962-Q1,government,12898,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1962-Q2,government,12759,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1962-Q3,government,12877,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1962-Q4,government,13211,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1963-Q1,government,13683,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1963-Q2,government,13775,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1963-Q3,government,13379,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1963-Q4,government,13687,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1964-Q1,government,14066,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1964-Q2,government,14078,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1964-Q3,government,14378,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1964-Q4,government,14952,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1965-Q1,government,15413,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1965-Q2,government,15495,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
AUS,1965-Q3,government,16467,XDC,6,AUD,L,2023-2024,Y,N,A,F,,1,Q.Y.AUS.S13.S1.P3._Z._Z._T.XDC.L.N.T0102
